1		6	1695902329	1695902329	0	0	0	0		256	0	0	0	0	\N	0		0	0	0	0	header	1b Header		\N	0	0	0	0	0	0	0	2	0	0	0	default	0			\N	\N	0			0	0		1	0	\N	0				0	0	0	\N		0				\N	124	0	0	0	0	\N	0	0	
2		7	1695905947	1695905947	0	0	0	0		256	0	0	0	0	\N	0		0	0	0	0	header	5b Header		\N	0	0	0	0	0	0	0	2	0	0	0	default	0			\N	\N	0			0	0		1	0	\N	0				0	0	0	\N		0				\N	124	0	0	0	0	\N	0	0	
3		9	1695906833	1695906833	0	0	0	0		256	0	0	0	0	\N	0		0	0	0	0	header	6b Header		\N	0	0	0	0	0	0	0	2	0	0	0	default	0			\N	\N	0			0	0		1	0	\N	0				0	0	0	\N		0				\N	124	0	0	0	0	\N	0	0	
4		13	1698224962	1696253456	1	0	0	0		256	0	0	0	0	\N	0		0	0	0	0	header	Header EN		\N	0	0	0	0	0	0	0	2	0	0	0	default	0			\N	\N	0			0	0		1	0	\N	0				0	0	0	\N		0				\N	124	0	0	0	0	\N	0	0	
5		13	1698224962	1696253468	1	0	0	0		512	0	1	4	4	\N	4	{"CType":"header","starttime":"0","endtime":"0","categories":"0","l18n_parent":"0","layout":"0","frame_class":"default","space_before_class":"","space_after_class":"","bullets_type":"0","colPos":"0","date":"0","header_layout":"0","header_position":"","imagewidth":"0","imageheight":"0","imageorient":"0","imagecols":"2","cols":"0","recursive":"0","list_type":"","target":"","sectionIndex":"1","accessibility_title":"","accessibility_bypass_text":"","l18n_diffsource":"","table_class":"","table_delimiter":"124","table_enclosure":"0","table_header_position":"0","table_tfoot":"0","uploads_description":"0","uploads_type":"0","t3_origuid":"0","rowDescription":"","tstamp":"1696253456","crdate":"1696253456","hidden":"0","fe_group":"","editlock":"0","sys_language_uid":"0","l10n_source":"0","header":"Header EN","bodytext":"","assets":"0","image":"0","imageborder":"0","media":"0","records":"","pages":"","subheader":"","header_link":"","image_zoom":"0","linkToTop":"0","file_collections":"","filelink_size":"0","filelink_sorting":"","filelink_sorting_direction":"","pi_flexform":"","accessibility_bypass":"0","category_field":"","table_caption":"","selected_categories":"","tx_impexp_origuid":"0","tx_news_related_news":"0","tx_styleguide_containsdemo":""}	0	0	0	0	header	Header DE		\N	0	0	0	0	0	0	0	2	0	0	0	default	0					0			0	0		1	0		0				0	0	0	\N		0				\N	124	0	0	0	0	0	0	0	
6		13	1698224962	1696253515	1	0	0	0		384	0	2	4	4	\N	4	{"CType":"header","starttime":"0","endtime":"0","categories":"0","l18n_parent":"0","layout":"0","frame_class":"default","space_before_class":"","space_after_class":"","bullets_type":"0","colPos":"0","date":"0","header_layout":"0","header_position":"","imagewidth":"0","imageheight":"0","imageorient":"0","imagecols":"2","cols":"0","recursive":"0","list_type":"","target":"","sectionIndex":"1","accessibility_title":"","accessibility_bypass_text":"","l18n_diffsource":"","table_class":"","table_delimiter":"124","table_enclosure":"0","table_header_position":"0","table_tfoot":"0","uploads_description":"0","uploads_type":"0","t3_origuid":"0","rowDescription":"","tstamp":"1696253456","crdate":"1696253456","hidden":"0","fe_group":"","editlock":"0","sys_language_uid":"0","l10n_source":"0","header":"Header EN","bodytext":"","assets":"0","image":"0","imageborder":"0","media":"0","records":"","pages":"","subheader":"","header_link":"","image_zoom":"0","linkToTop":"0","file_collections":"","filelink_size":"0","filelink_sorting":"","filelink_sorting_direction":"","pi_flexform":"","accessibility_bypass":"0","category_field":"","table_caption":"","selected_categories":"","tx_impexp_origuid":"0","tx_news_related_news":"0","tx_styleguide_containsdemo":""}	0	0	0	0	header	Header JP		\N	0	0	0	0	0	0	0	2	0	0	0	default	0					0			0	0		1	0		0				0	0	0	\N		0				\N	124	0	0	0	0	0	0	0	
7		16	1697543468	1696253917	1	0	0	0		256	0	0	0	0	\N	0	{"CType":"","colPos":"","header":"","header_layout":"","header_position":"","date":"","header_link":"","subheader":"","layout":"","frame_class":"","space_before_class":"","space_after_class":"","sectionIndex":"","linkToTop":"","sys_language_uid":"","hidden":"","starttime":"","endtime":"","fe_group":"","editlock":"","categories":"","rowDescription":""}	0	0	0	0	header	Header EN edited		\N	0	0	0	0	0	0	0	2	0	0	0	default	0			\N	\N	0			0	0		1	0	\N	0				0	0	0	\N		0				\N	124	0	0	0	0	\N	0	0	
8		16	1696253939	1696253930	1	0	0	0		128	0	1	0	0	\N	0		0	0	0	0	header	Header DE		\N	0	0	0	0	0	0	0	2	0	0	0	default	0			\N	\N	0			0	0		1	0	\N	0				0	0	0	\N		0				\N	124	0	0	0	0	\N	0	0	
9		16	1697543468	1696253946	1	0	0	0		512	0	1	7	7	\N	7	{"CType":"header","starttime":"0","endtime":"0","categories":"0","l18n_parent":"0","layout":"0","frame_class":"default","space_before_class":"","space_after_class":"","bullets_type":"0","colPos":"0","date":"0","header_layout":"0","header_position":"","imagewidth":"0","imageheight":"0","imageorient":"0","imagecols":"2","cols":"0","recursive":"0","list_type":"","target":"","sectionIndex":"1","accessibility_title":"","accessibility_bypass_text":"","l18n_diffsource":"","table_class":"","table_delimiter":"124","table_enclosure":"0","table_header_position":"0","table_tfoot":"0","uploads_description":"0","uploads_type":"0","t3_origuid":"0","rowDescription":"","tstamp":"1696253917","crdate":"1696253917","hidden":"0","fe_group":"","editlock":"0","sys_language_uid":"0","l10n_source":"0","header":"Header EN edited","bodytext":"","assets":"0","image":"0","imageborder":"0","media":"0","records":"","pages":"","subheader":"","header_link":"","image_zoom":"0","linkToTop":"0","file_collections":"","filelink_size":"0","filelink_sorting":"","filelink_sorting_direction":"","pi_flexform":"","accessibility_bypass":"0","category_field":"","table_caption":"","selected_categories":"","tx_impexp_origuid":"0","tx_news_related_news":"0","tx_styleguide_containsdemo":""}	0	0	0	0	header	Header DE edited		\N	0	0	0	0	0	0	0	2	0	0	0	default	0					0			0	0		1	0		0				0	0	0	\N		0				\N	124	0	0	0	0	0	0	0	
10		16	1696253987	1696253975	0	0	0	0		384	0	2	7	7	\N	7	{"CType":"header","starttime":"0","endtime":"0","categories":"0","l18n_parent":"0","layout":"0","frame_class":"default","space_before_class":"","space_after_class":"","bullets_type":"0","colPos":"0","date":"0","header_layout":"0","header_position":"","imagewidth":"0","imageheight":"0","imageorient":"0","imagecols":"2","cols":"0","recursive":"0","list_type":"","target":"","sectionIndex":"1","accessibility_title":"","accessibility_bypass_text":"","l18n_diffsource":"","table_class":"","table_delimiter":"124","table_enclosure":"0","table_header_position":"0","table_tfoot":"0","uploads_description":"0","uploads_type":"0","t3_origuid":"0","rowDescription":"","tstamp":"1696253917","crdate":"1696253917","hidden":"0","fe_group":"","editlock":"0","sys_language_uid":"0","l10n_source":"0","header":"Header EN","bodytext":"","assets":"0","image":"0","imageborder":"0","media":"0","records":"","pages":"","subheader":"","header_link":"","image_zoom":"0","linkToTop":"0","file_collections":"","filelink_size":"0","filelink_sorting":"","filelink_sorting_direction":"","pi_flexform":"","accessibility_bypass":"0","category_field":"","table_caption":"","selected_categories":"","tx_impexp_origuid":"0","tx_news_related_news":"0","tx_styleguide_containsdemo":""}	0	0	0	0	header	Header JP		\N	0	0	0	0	0	0	0	2	0	0	0	default	0					0			0	0		1	0		0				0	0	0	\N		0				\N	124	0	0	0	0	0	0	0	
