1	0	1696487800	1660115842	0	0	0	0		512	\N	0	0	0	0	\N	{"doktype":"","title":"","slug":"","nav_title":"","subtitle":"","seo_title":"","description":"","no_index":"","no_follow":"","canonical_link":"","sitemap_changefreq":"","sitemap_priority":"","og_title":"","og_description":"","og_image":"","twitter_title":"","twitter_description":"","twitter_image":"","twitter_card":"","abstract":"","keywords":"","author":"","author_email":"","lastUpdated":"","layout":"","newUntil":"","backend_layout":"","backend_layout_next_level":"","content_from_pid":"","target":"","cache_timeout":"","cache_tags":"","is_siteroot":"","no_search":"","no_search_sub_entries":"","php_tree_stop":"","module":"","media":"","tsconfig_includes":"","TSconfig":"","l18n_cfg":"","hidden":"","nav_hide":"","starttime":"","endtime":"","extendToSubpages":"","fe_group":"","fe_login_mode":"","editlock":"","categories":"","rowDescription":""}	0	0	0	0	1	1	31	31	1	Home	/	1	\N	1	0		0	0		0		0	0	\N	0		0	\N	0	1696487800	\N		0				0	0	0	0	0			\N	0	0		0	0		\N	0		\N	0	summary		0.5		
2	3	1698046782	1695897937	0	0	0	0		64		0	0	0	0	\N	{"doktype":"","title":"","slug":"","nav_title":"","subtitle":"","seo_title":"","description":"","no_index":"","no_follow":"","canonical_link":"","sitemap_changefreq":"","sitemap_priority":"","og_title":"","og_description":"","og_image":"","twitter_title":"","twitter_description":"","twitter_image":"","twitter_card":"","abstract":"","keywords":"","author":"","author_email":"","lastUpdated":"","layout":"","newUntil":"","backend_layout":"","backend_layout_next_level":"","content_from_pid":"","target":"","cache_timeout":"","cache_tags":"","is_siteroot":"","no_search":"","no_search_sub_entries":"","php_tree_stop":"","module":"","media":"","tsconfig_includes":"","TSconfig":"","l18n_cfg":"","hidden":"","nav_hide":"","starttime":"","endtime":"","extendToSubpages":"","fe_group":"","fe_login_mode":"","editlock":"","categories":"","rowDescription":""}	0	0	0	0	1	6	31	31	1	5a Workflows - Page properties - changed	/5a-page-workflows-page-properties	1		0	0		0	0	Page properties (title) has changed	0		0	0		0		0		0	1698046461			0				0	0	0	0	0				0	0		0	0			0			0	summary		0.5		
3	1	1698046742	1695901523	0	0	0	0		544		0	0	0	0	\N	{"hidden":""}	0	0	0	0	1	6	31	31	1	EXT:in2publish	/extin2publish-core	1		0	0		0	0		0		0	0		0		0		0	0			0				0	0	0	0	0				0	0		0	0			0			0	summary		0.5		
4	1	1698046773	1695901537	0	0	0	0		16		0	0	0	0	\N	{"hidden":""}	0	0	0	0	1	9	31	27	1	EXT:in2publish_core	/extin2publish	1		0	0		0	0		0		0	0		0		0		0	1698046773			0				0	0	0	0	0				0	0		0	0			0			0	summary		0.5		
5	4	1700506518	1695901581	0	0	0	0		112		0	0	0	0	\N	{"doktype":"","title":"","slug":"","nav_title":"","subtitle":"","seo_title":"","description":"","no_index":"","no_follow":"","canonical_link":"","sitemap_changefreq":"","sitemap_priority":"","og_title":"","og_description":"","og_image":"","twitter_title":"","twitter_description":"","twitter_image":"","twitter_card":"","abstract":"","keywords":"","author":"","author_email":"","lastUpdated":"","layout":"","newUntil":"","backend_layout":"","backend_layout_next_level":"","content_from_pid":"","target":"","cache_timeout":"","cache_tags":"","is_siteroot":"","no_search":"","no_search_sub_entries":"","php_tree_stop":"","module":"","media":"","tsconfig_includes":"","TSconfig":"","l18n_cfg":"","hidden":"","nav_hide":"","starttime":"","endtime":"","extendToSubpages":"","fe_group":"","fe_login_mode":"","editlock":"","categories":"","rowDescription":""}	0	0	0	0	1	9	31	27	1	1a Page properties - changed	/extin2publish/1-publish-page	1		0	0		0	0		0		0	0		0		0		0	1695901581			0				0	0	0	0	0				0	0		0	0			0			0	summary		0.5		
6	4	1698046773	1695901957	0	0	0	0		128		0	0	0	0	\N	{"hidden":""}	0	0	0	0	1	9	31	27	1	1b Page content	/extin2publish/1b-page-content	1		0	0		0	0		0		0	0		0		0		0	0			0				0	0	0	0	0				0	0		0	0			0			0	summary		0.5		
7	3	1698046782	1695905917	0	0	0	0		128		0	0	0	0	\N	{"hidden":""}	0	0	0	0	1	6	31	31	1	5b Workflows - Page content	/extin2publish-core/5b-workflows-page-content	1		0	0		0	0		0		0	0		0		0		0	1698046461			0				0	0	0	0	0				0	0		0	0			0			0	summary		0.5		
8	3	1698046782	1695906746	0	0	0	0		384		0	0	0	0	\N	{"hidden":""}	0	0	0	0	1	6	31	31	1	6a Workflows / TreeViewColors - Page properties	/extin2publish-core/6a-workflows-/-treeviewcolors-page-properties	1		0	0		0	0		0		0	0		0		0		0	0			0				0	0	0	0	0				0	0		0	0			0			0	summary		0.5		
9	3	1698046782	1695906780	0	0	0	0		640		0	0	0	0	\N	{"hidden":""}	0	0	0	0	1	6	31	31	1	6b Workflows / TreeViewColors - ContentElements	/extin2publish-core/6b-workflows-/-treeviewcolors-contentelements	1		0	0		0	0		0		0	0		0		0		0	0			0				0	0	0	0	0				0	0		0	0			0			0	summary		0.5		
10	3	1697543438	1695908424	1	0	0	0		896		0	0	0	0	\N	{"doktype":"","title":"","slug":"","nav_title":"","subtitle":"","seo_title":"","description":"","no_index":"","no_follow":"","canonical_link":"","sitemap_changefreq":"","sitemap_priority":"","og_title":"","og_description":"","og_image":"","twitter_title":"","twitter_description":"","twitter_image":"","twitter_card":"","abstract":"","keywords":"","author":"","author_email":"","lastUpdated":"","layout":"","newUntil":"","backend_layout":"","backend_layout_next_level":"","content_from_pid":"","target":"","cache_timeout":"","cache_tags":"","is_siteroot":"","no_search":"","no_search_sub_entries":"","php_tree_stop":"","module":"","media":"","tsconfig_includes":"","TSconfig":"","l18n_cfg":"","hidden":"","nav_hide":"","starttime":"","endtime":"","extendToSubpages":"","fe_group":"","fe_login_mode":"","editlock":"","categories":"","rowDescription":""}	0	0	0	0	1	0	31	27	0	11a Workflows/CLC LIW - Page props changed	/extin2publish-core/11a-workflows/clc-liw-page-props	1		0	0		0	0		0		0	0		0		0		0	0			0				0	0	0	0	0				0	0		0	0			0			0	summary		0.5		
